id,name,tel,address,hospital_type,postal_code,area_code,created_at,updated_at
102,สถาบันพัฒนาการเด้กภาคตะวันออกเฉียงเหนือ,0439107701,จ.ขอนแก่น อ.เมืองขอนแก่น ต.พระลับ หมู่ 15,ศูนย์บริการสาธารณสุข,40000,40010715,2017-03-01 07:41:49.092533,2017-03-01 07:41:49.092533
103,ศูนย์บริการสาธารณสุขเทศบาลเมืองกาฬสินธุแห่งที่ ๒ (ดงปอ),043810731,จ.กาฬสินธุ์ อ.เมืองกาฬสินธุ์ ต.กาฬสินธุ์ หมู่ 0,ศูนย์สุขภาพชุมชน นอก สธ.,46000,46010100,2017-03-01 07:41:49.096688,2017-03-01 07:41:49.096688
104,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตะเคียนบังอิง  ตำบลศรีสะอาด,045818908,จ.ศรีสะเกษ อ.ขุขันธ์ ต.กันทรารมย์ หมู่ 8,โรงพยาบาลส่งเสริมสุขภาพตำบล,33140,33050108,2017-03-01 07:41:49.100636,2017-03-01 07:41:49.100636
105,ศูนย์บริการสาธารณสุขนครระยอง,038620111*502,จ.ระยอง อ.เมืองระยอง ต.ท่าประดู่ หมู่ 0,ศูนย์บริการสาธารณสุข,21000,21010100,2017-03-01 07:41:49.105383,2017-03-01 07:41:49.105383
106,ศูนย์สุขภาพชุมชนเมืองโรงพยาบาลอุดรธานี ๒,081 7699410,จ.อุดรธานี อ.เมืองอุดรธานี ต.หมากแข้ง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,41000,41010100,2017-03-01 07:41:49.109216,2017-03-01 07:41:49.109216
107,สำนักงานสาธารณสุขอำเภอทองแสนขัน,055418067,จ.อุตรดิตถ์ อ.ทองแสนขัน ต.บ่อทอง หมู่ 9,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,53230,53090209,2017-03-01 07:41:49.113047,2017-03-01 07:41:49.113047
108,สำนักงานสาธารณสุขอำเภอกาญจนดิษฐ์,077379082,จ.สุราษฎร์ธานี อ.กาญจนดิษฐ์ ต.กะแดะ หมู่ 1,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,84160,84020301,2017-03-01 07:41:49.117754,2017-03-01 07:41:49.117754
109,โรงพยาบาลส่งเสริมสุขภาพตำบลบัวงาม -โพหัก,"",จ.ราชบุรี อ.ดำเนินสะดวก ต.บัวงาม หมู่ 6,โรงพยาบาลส่งเสริมสุขภาพตำบล,70130,70040706,2017-03-01 07:41:49.121515,2017-03-01 07:41:49.121515
110,โพธิ์สุวรรณคลินิกเวชกรรม สาขาถนนลาดปลาเค้า,0 29402957,จ.กรุงเทพมหานคร อ.เขตลาดพร้าว ต.จรเข้บัว หมู่ 6,คลินิกเอกชน,10230,10380206,2017-03-01 07:41:49.125889,2017-03-01 07:41:49.125889
111,คลินิกเวชกรรมเพชรบุรี 12,022150757,จ.กรุงเทพมหานคร อ.เขตราชเทวี ต.ถนนเพชรบุรี หมู่ 0,คลินิกเอกชน,10400,10370300,2017-03-01 07:41:49.130666,2017-03-01 07:41:49.130666
112,คลินิกวชิรบารมีการแพทย์,023803360,จ.สมุทรปราการ อ.เมืองสมุทรปราการ ต.เทพารักษ์ หมู่ 4,คลินิกเอกชน,10270,11011504,2017-03-01 07:41:49.137915,2017-03-01 07:41:49.137915
113,คลินิกทันตแพทย์  578,022210704,จ.กรุงเทพมหานคร อ.เขตสัมพันธวงศ์ ต.สัมพันธวงศ์ หมู่ 0,คลินิกเอกชน,10100,10130200,2017-03-01 07:41:49.142678,2017-03-01 07:41:49.142678
114,ศูนย์สุขภาพชุมชนเทศบาลเมืองปากช่อง 2,0819972438,จ.นครราชสีมา อ.ปากช่อง ต.ปากช่อง หมู่ 17,ศูนย์สุขภาพชุมชน สธ.,30210,30210117,2017-03-01 07:41:49.146575,2017-03-01 07:41:49.146575
115,รักเกียรติการแพทย์,"",จ.ลพบุรี อ.เมืองลพบุรี ต.ทะเลชุบศร หมู่ 0,คลินิกเอกชน,15000,16010100,2017-03-01 07:41:49.151849,2017-03-01 07:41:49.151849
116,คลินิกแพทย์นิติพลกระดูกและข้อ,0817016166,จ.ลพบุรี อ.พัฒนานิคม ต.ดีลัง หมู่ 1,คลินิกเอกชน,15140,16020401,2017-03-01 07:41:49.15878,2017-03-01 07:41:49.15878
117,คลินิกแพทย์นิรันดร์,096384808,จ.ลพบุรี อ.โคกสำโรง ต.โคกสำโรง หมู่ 0,คลินิกเอกชน,15120,16030100,2017-03-01 07:41:49.163289,2017-03-01 07:41:49.163289
118,คลินิกแพทย์วิโรจน์,036646342,จ.ลพบุรี อ.ท่าหลวง ต.ท่าหลวง หมู่ 9,คลินิกเอกชน,15230,16070109,2017-03-01 07:41:49.166876,2017-03-01 07:41:49.166876
119,คลินิกทันตกรรมบ้านฟัน 38,10250,จ.กรุงเทพมหานคร อ.เขตสวนหลวง ต.สวนหลวง หมู่ 0,คลินิกเอกชน,1382,10340100,2017-03-01 07:41:49.170949,2017-03-01 07:41:49.170949
120,คลินิกทันตกรรมเดนทัลสไมล์ ทันตคลินิก,10700,จ.กรุงเทพมหานคร อ.เขตบางพลัด ต.บางยี่ขัน หมู่ 0,คลินิกเอกชน,392,10250400,2017-03-01 07:41:49.175446,2017-03-01 07:41:49.175446
121,รื่นฤดีคลินิกเวชกรรม,026697153,จ.กรุงเทพมหานคร อ.เขตดุสิต ต.ดุสิต หมู่ 0,คลินิกเอกชน,10300,10020100,2017-03-01 07:41:49.179584,2017-03-01 07:41:49.179584
122,ศูนย์สุขภาพชุมชนมุดดอกขาว,0814167116,จ.ภูเก็ต อ.ถลาง ต.เทพกระษัตรี หมู่ 8,ศูนย์สุขภาพชุมชน ของ รพ.,83110,83030108,2017-03-01 07:41:49.184325,2017-03-01 07:41:49.184325
123,ศูนย์สุขภาพชุมชนบ้านซอย 7,074752080-2,จ.สตูล อ.ควนกาหลง ต.ควนกาหลง หมู่ 7,ศูนย์สุขภาพชุมชน ของ รพ.,91130,91030207,2017-03-01 07:41:49.190082,2017-03-01 07:41:49.190082
124,ศูนย์สุขภาพชุมชนประชานุเคราะห์โรงพยาบาลราชบุรี,032338260,จ.ราชบุรี อ.เมืองราชบุรี ต.หน้าเมือง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,70000,70010100,2017-03-01 07:41:49.195086,2017-03-01 07:41:49.195086
125,ศูนย์สุขภาพชุมชนเมืองอำนาจเจริญ,045452053-4 0854993288,จ.อำนาจเจริญ อ.เมืองอำนาจเจริญ ต.บุ่ง หมู่ 9,ศูนย์สุขภาพชุมชน ของ รพ.,37000,37010109,2017-03-01 07:41:49.199983,2017-03-01 07:41:49.199983
126,ศูนย์สุขภาพชุมชนเมืองศาลาไทย,037211088*2180  0869064220,จ.ปราจีนบุรี อ.เมืองปราจีนบุรี ต.หน้าเมือง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,25000,25010100,2017-03-01 07:41:49.206154,2017-03-01 07:41:49.206154
127,ศูนย์สุขภาพชุมชนสวนน้ำแกรนด์วิลล่า,073212008*224,จ.ยะลา อ.เบตง ต.เบตง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,95110,95020100,2017-03-01 07:41:49.212159,2017-03-01 07:41:49.212159
128,ศูนย์สุขภาพชุมชนเมืองตากแดด,0897290243,จ.ชุมพร อ.เมืองชุมพร ต.ตากแดด หมู่ 9,ศูนย์สุขภาพชุมชน ของ รพ.,86000,86010709,2017-03-01 07:41:49.215745,2017-03-01 07:41:49.215745
129,คลินิกเวชกรรมทวิมาศ สาขารามคำแหง 53,"",จ.กรุงเทพมหานคร อ.เขตวังทองหลาง ต.วังทองหลาง หมู่ 0,คลินิกเอกชน,10310,10450100,2017-03-01 07:41:49.220584,2017-03-01 07:41:49.220584
130,คลินิกประนอมการแพทย์,"",จ.ลพบุรี อ.ท่าวุ้ง ต.ท่าวุ้ง หมู่ 1,คลินิกเอกชน,15150,16050101,2017-03-01 07:41:49.224662,2017-03-01 07:41:49.224662
131,โรงพยาบาลกรุงเทพหัวหิน,032616800,จ.ประจวบคีรีขันธ์ อ.หัวหิน ต.หัวหิน หมู่ 0,โรงพยาบาลเอกชน,77110,77070100,2017-03-01 07:41:49.228376,2017-03-01 07:41:49.228376
132,คลินิกเวชกรรมทวิมาศ สาขารามคำแหง 40,027320828,จ.กรุงเทพมหานคร อ.เขตบางกะปิ ต.หัวหมาก หมู่ 0,คลินิกเอกชน,10240,10060800,2017-03-01 07:41:49.233405,2017-03-01 07:41:49.233405
133,วิภาพรคลินิกทันตกรรม 2,10160,จ.กรุงเทพมหานคร อ.เขตหนองแขม ต.หนองค้างพลู หมู่ 0,คลินิกเอกชน,755,10230300,2017-03-01 07:41:49.23893,2017-03-01 07:41:49.23893
